"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"","",2558,"Herpestomus brunnicornis","1992-08-22","Holcroft Moss, Glazebrook","SJ686934","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674653""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2559,"Diphyus quadripunctorius","1991-07-28","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674650""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2560,"Dentilabus variegatus","1990-05-26","Primrose Wood, Delamere","SJ552674","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674649""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2561,"Cratichneumon versator","1993-05-08","Redesmere, Siddington","SJ851715","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674643""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2562,"Colpognathus celerator","1992-07-27","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674637""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2563,"Ichneumon deliratorius","1993-07-13","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674634""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2564,"Chasmias motatorius","1992-08-16","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674631""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2565,"Barichneumon plagiarius","1993-06-04","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674629""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2566,"Amblyteles armatorius","1993-09-17","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674623""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2567,"Amblyteles armatorius","1992-07-22","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674622""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2568,"Amblyteles armatorius","1991-07-07","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674621""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2569,"Amblyteles armatorius","1991-06-26","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674620""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2570,"Amblyteles armatorius","1993-06-25","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674619""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2571,"Amblyteles armatorius","1987-07-10","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674618""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2572,"Achaius oratorius","1992-06-24","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674616""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2573,"Achaius oratorius","1991-09-01","Halton Common, Runcorn","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674614""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2574,"Sussaba pulchella","1992-07-05","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674609""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2575,"Syrphophilus tricinctorius","1992-06-20","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674608""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2577,"Syrphoctonus tarsatorius","1992-07-15","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674602""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2578,"Homotropus signatus","1993-06-02","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674601""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2579,"Homotropus pictus","1993-06-03","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674600""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2580,"Homotropus nigritarsus","1992-06-24","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674598""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2581,"Homotropus nigritarsus","1992-06-21","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674597""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2582,"Enizemum ornatum","1993-06-03","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674596""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2583,"Enizemum ornatum","1993-05-29","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674595""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2584,"Diplazon tetragonus","1993-07-16","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674593""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2585,"Diplazon tetragonus","1992-07-05","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674590""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2586,"Diplazon pectoratorius","1993-06-05","Macclesfield Forest, Langley, Macclesfield, Cheshire","SJ975715","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674587""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2587,"Diplazon pectoratorius","1993-05-12","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674584""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2588,"Diplazon pectoratorius","1993-05-08","Redesmere, Siddington","SJ851715","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674583""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2589,"Diplazon pectoratorius","1993-05-03","Lapwing Lane, Moore","SJ574858","1","Adult male","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674582""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2590,"Diplazon laetatorius","1993-09-11","Red Rocks Marsh, West Kirkby","SJ206881","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674581""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2591,"Diplazon laetatorius","1993-08-13","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674580""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2592,"Diplazon laetatorius","1993-07-16","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674579""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2593,"Diplazon laetatorius","1993-06-03","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674578""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2594,"Diplazon laetatorius","1992-08-10","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674577""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2595,"Diplazon laetatorius","1992-07-27","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","3","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674576""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""3 specimens, specimens in Liverpool Museum""] ","Requires Confirmation",""
"","",2596,"Diplazon laetatorius","1992-07-15","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674575""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2597,"Cylloceria caligata","1992-07-17","Lapwing Lane, Moore","SJ574858","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674572""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2598,"Trychosis tristator","1993-08-13","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674571""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2599,"Sphecophaga vesparum","1993-05-29","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674570""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2600,"Rhembobius perscrutator","1992-06-10","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674568""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2601,"Glyphicnemis profligator","1992-07-12","Risley Moss, Ordnance Avenue, Birchwood, Warrington","SJ668922","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674563""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2602,"Gambrus carnifex","1993-05-29","Moore Nature Reserve, Moss Side, Lapwing Lane, Moore, Warrington","SJ574858","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674561""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2603,"Demopheles corruptor","1992-06-13","Dibbinsdale NR, Spital","SJ343827","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674560""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
"","",2604,"Scolobates auriculatus","1992-07-22","Halton Common, The Common, Halton Village, Runcorn, Cheshire","SJ540823","1","Adult female","Field record","S J Mc William","Tony Hunter","[iRecord Key: ""iBRC12674557""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""specimen in Liverpool Museum""] ","Requires Confirmation",""
